,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,res_room_typeR,assn_room_typeR,cust_typeR,res_statusR,hotelR,arrival_date_monthR,mealR,deposit_typeR,market_segmentR,dist_channelR,countryR
30037,0.0,71.0,2017.0,22.0,30.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,176.67,0.0,0.0,6,6.0,2,0,1,4.0,0,0,0,0,0
30065,0.0,132.0,2017.0,22.0,29.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,135.1,1.0,3.0,2,2.0,2,0,1,4.0,0,0,3,1,2
30072,0.0,19.0,2017.0,21.0,27.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,161.6,0.0,2.0,5,5.0,2,0,1,4.0,1,0,0,0,2
30199,0.0,251.0,2017.0,22.0,31.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,177.0,0.0,59.4,0.0,2.0,0,0.0,2,0,1,4.0,0,0,1,0,0
30201,0.0,251.0,2017.0,22.0,31.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,177.0,0.0,59.4,0.0,1.0,0,0.0,2,0,1,4.0,0,0,1,0,0
30341,0.0,45.0,2017.0,23.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,172.0,0.0,0.0,0,0.0,3,0,1,5.0,1,0,0,0,1
30347,0.0,45.0,2017.0,23.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,172.0,0.0,0.0,0,0.0,3,0,1,5.0,1,0,0,0,1
30354,0.0,21.0,2017.0,23.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,126.0,0.0,1.0,0,0.0,3,0,1,5.0,0,0,0,0,2
30366,0.0,27.0,2017.0,23.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,186.0,1.0,3.0,0,6.0,2,0,1,5.0,1,0,0,0,1
30402,0.0,1.0,2017.0,24.0,11.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,240.0,0.0,201.0,1.0,1.0,0,2.0,2,0,1,5.0,1,0,0,0,1
30450,0.0,147.0,2017.0,23.0,10.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,180.0,0.0,2.0,6,6.0,2,0,1,5.0,0,0,0,0,2
30495,0.0,106.0,2017.0,24.0,12.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,166.0,1.0,1.0,4,4.0,2,0,1,5.0,0,0,0,0,2
30539,0.0,162.0,2017.0,24.0,12.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,155.0,0.0,2.0,3,3.0,2,0,1,5.0,1,0,0,0,1
30644,0.0,213.0,2017.0,24.0,15.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,143.0,0.0,72.88,0.0,0.0,0,0.0,2,0,1,5.0,0,0,1,0,0
30767,0.0,4.0,2017.0,25.0,23.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,265.25,1.0,2.0,2,2.0,2,0,1,5.0,4,0,3,1,2
30828,0.0,15.0,2017.0,25.0,24.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,250.0,0.0,150.0,0.0,1.0,3,3.0,2,0,1,5.0,0,0,3,1,2
30917,0.0,308.0,2017.0,25.0,24.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,177.6,1.0,2.0,6,6.0,2,0,1,5.0,1,0,3,1,1
30936,0.0,255.0,2017.0,25.0,24.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,106.09,0.0,2.0,0,0.0,2,0,1,5.0,1,0,3,1,1
31078,0.0,257.0,2017.0,26.0,29.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,140.0,0.0,3.0,4,4.0,2,0,1,5.0,0,0,0,0,2
31079,0.0,198.0,2017.0,26.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,174.0,1.0,0.0,6,6.0,2,0,1,6.0,0,0,3,1,2
31136,0.0,288.0,2017.0,27.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,115.68,1.0,3.0,0,3.0,2,0,1,6.0,0,0,0,0,1
31203,0.0,158.0,2017.0,27.0,3.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,314.0,0.0,111.6,0.0,0.0,0,0.0,2,0,1,6.0,1,0,0,0,1
31243,0.0,171.0,2017.0,27.0,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,147.71,1.0,2.0,2,2.0,2,0,1,6.0,0,0,3,1,2
31322,0.0,2.0,2017.0,28.0,11.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,154.0,1.0,2.0,2,2.0,2,0,1,6.0,0,0,3,1,2
31354,0.0,0.0,2017.0,28.0,12.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,126.0,1.0,2.0,3,6.0,2,0,1,6.0,0,0,0,0,1
31433,0.0,170.0,2017.0,27.0,8.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,155.7,1.0,2.0,0,0.0,2,0,1,6.0,3,0,1,0,1
31486,0.0,1.0,2017.0,28.0,13.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,186.33,1.0,2.0,0,0.0,2,0,1,6.0,1,0,0,0,1
31503,0.0,139.0,2017.0,28.0,10.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,107.71,0.0,3.0,0,0.0,0,0,1,6.0,0,0,1,0,0
31572,0.0,90.0,2017.0,28.0,12.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,242.0,0.0,224.16,0.0,3.0,3,3.0,2,0,1,6.0,0,0,0,0,1
31730,0.0,117.0,2017.0,29.0,20.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,314.0,0.0,247.0,0.0,3.0,2,2.0,2,0,1,6.0,3,0,0,0,0
31761,0.0,189.0,2017.0,29.0,17.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,218.4,0.0,1.0,2,2.0,2,0,1,6.0,1,0,3,1,2
31901,0.0,176.0,2017.0,30.0,23.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,181.0,0.0,144.0,1.0,0.0,2,2.0,2,0,1,6.0,1,0,1,0,1
31968,0.0,318.0,2017.0,30.0,25.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,222.26,1.0,2.0,6,6.0,2,0,1,6.0,1,0,3,1,1
31969,0.0,231.0,2017.0,30.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,171.0,0.0,147.33,1.0,1.0,0,0.0,2,0,1,6.0,1,0,1,0,1
32004,0.0,178.0,2017.0,30.0,26.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,178.2,0.0,2.0,4,4.0,2,0,1,6.0,0,0,3,1,0
32008,0.0,201.0,2017.0,29.0,20.0,4.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,177.0,0.0,112.7,0.0,2.0,0,0.0,2,0,1,6.0,0,0,1,0,0
32064,0.0,230.0,2017.0,31.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,155.75,0.0,2.0,0,0.0,3,0,1,7.0,0,0,0,0,2
32066,0.0,230.0,2017.0,31.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,153.75,0.0,2.0,0,0.0,3,0,1,7.0,0,0,0,0,2
32069,0.0,169.0,2017.0,31.0,31.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,212.0,0.0,4.0,3,3.0,2,0,1,6.0,1,0,0,0,1
32092,0.0,10.0,2017.0,31.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,209.75,0.0,3.0,0,0.0,2,0,1,7.0,0,0,0,0,2
32127,0.0,231.0,2017.0,31.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,225.0,1.0,5.0,3,3.0,2,0,1,7.0,1,0,0,0,2
32133,0.0,182.0,2017.0,30.0,29.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,204.03,0.0,1.0,2,2.0,2,0,1,6.0,1,0,3,1,2
32141,0.0,26.0,2017.0,31.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,310.0,0.0,3.0,6,6.0,2,0,1,7.0,0,0,0,0,1
32279,0.0,195.0,2017.0,31.0,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,182.16,0.0,2.0,3,3.0,2,0,1,7.0,0,0,3,1,1
32281,0.0,240.0,2017.0,32.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,410.0,0.0,116.5,0.0,2.0,0,0.0,3,0,1,7.0,0,0,1,0,2
32284,0.0,174.0,2017.0,31.0,3.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,248.36,1.0,2.0,3,3.0,2,0,1,7.0,4,0,3,1,1
32399,0.0,256.0,2017.0,32.0,10.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,258.0,0.0,2.0,6,6.0,2,0,1,7.0,0,0,0,0,2
32520,0.0,20.0,2017.0,33.0,13.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,254.0,0.0,1.0,2,2.0,2,0,1,7.0,0,0,3,1,2
32543,0.0,20.0,2017.0,33.0,16.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,250.0,0.0,260.5,0.0,2.0,0,0.0,3,0,1,7.0,1,0,3,1,1
32682,0.0,27.0,2017.0,33.0,19.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,317.0,0.0,2.0,5,5.0,2,0,1,7.0,1,0,3,1,1
32712,0.0,13.0,2017.0,33.0,18.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,244.55,1.0,3.0,0,0.0,2,0,1,7.0,1,0,3,1,1
32729,0.0,211.0,2017.0,33.0,17.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,147.74,1.0,1.0,0,0.0,2,0,1,7.0,1,0,0,0,1
32734,0.0,247.0,2017.0,33.0,16.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,96.0,0.0,141.68,0.0,1.0,2,2.0,2,0,1,7.0,0,0,1,0,1
32759,0.0,187.0,2017.0,33.0,14.0,3.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,233.64,0.0,4.0,4,4.0,2,0,1,7.0,1,0,0,0,1
32770,0.0,169.0,2017.0,34.0,20.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,262.0,1.0,4.0,3,3.0,2,0,1,7.0,1,0,0,0,1
32810,0.0,215.0,2017.0,33.0,19.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,184.54,0.0,3.0,0,0.0,3,0,1,7.0,3,0,3,1,1
32811,0.0,215.0,2017.0,33.0,19.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,184.54,0.0,2.0,0,0.0,3,0,1,7.0,3,0,3,1,1
32847,0.0,4.0,2017.0,34.0,25.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,220.0,0.0,3.0,3,3.0,2,0,1,7.0,0,0,0,0,2
32927,0.0,228.0,2017.0,34.0,23.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,185.46,0.0,3.0,0,0.0,3,0,1,7.0,1,0,0,0,2
32940,0.0,26.0,2017.0,34.0,25.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,292.5,0.0,2.0,3,3.0,2,0,1,7.0,1,0,3,1,1
33036,0.0,236.0,2017.0,34.0,26.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,124.54,0.0,2.0,0,2.0,2,0,1,7.0,0,0,3,1,1
33041,0.0,184.0,2017.0,34.0,26.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,123.0,1.0,3.0,0,0.0,2,0,1,7.0,0,0,1,0,1
33084,0.0,43.0,2017.0,35.0,30.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,169.6,0.0,0.0,0,2.0,2,0,1,7.0,1,0,0,0,1
33196,1.0,100.0,2015.0,28.0,6.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,93.6,0.0,2.0,0,0.0,2,1,0,6.0,1,0,0,0,1
33643,0.0,122.0,2015.0,31.0,29.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,76.5,0.0,1.0,0,0.0,3,0,0,6.0,0,0,0,0,1
33859,0.0,13.0,2015.0,32.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,75.0,0.0,1.0,0,1.0,2,0,0,7.0,0,0,0,0,1
33868,0.0,13.0,2015.0,32.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,75.0,0.0,2.0,0,3.0,2,0,0,7.0,0,0,0,0,1
33889,0.0,0.0,2015.0,32.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,81.0,0.0,2.0,0,0.0,0,0,0,7.0,2,0,0,0,1
33907,0.0,1.0,2015.0,32.0,7.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,90.0,0.0,2.0,0,0.0,0,0,0,7.0,0,0,0,0,2
33925,0.0,1.0,2015.0,32.0,8.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,75.0,0.0,1.0,0,3.0,2,0,0,7.0,0,0,3,1,1
34622,0.0,6.0,2015.0,34.0,17.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,104.0,1.0,2.0,0,3.0,0,0,0,7.0,0,0,0,0,2
34754,0.0,120.0,2015.0,34.0,20.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,88.38,0.0,4.0,0,3.0,3,0,0,7.0,1,0,1,0,1
34855,0.0,3.0,2015.0,35.0,23.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,90.0,0.0,3.0,0,0.0,0,0,0,7.0,0,0,0,0,2
34995,0.0,55.0,2015.0,35.0,26.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,0.0,1.0,0,3.0,3,0,0,7.0,0,0,2,0,2
35045,0.0,12.0,2015.0,35.0,27.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,90.0,0.0,2.0,0,3.0,2,0,0,7.0,0,0,0,0,1
35054,1.0,10.0,2015.0,35.0,28.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,90.0,0.0,2.0,0,0.0,0,1,0,7.0,0,0,0,0,1
35077,0.0,17.0,2015.0,35.0,29.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,153.0,0.0,2.0,5,5.0,3,0,0,7.0,0,0,0,0,1
35544,0.0,22.0,2015.0,36.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,105.65,0.0,2.0,3,4.0,2,0,0,8.0,0,0,0,0,1
35545,1.0,14.0,2015.0,36.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,113.14,0.0,3.0,0,0.0,2,1,0,8.0,0,0,0,0,1
35664,0.0,24.0,2015.0,37.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,99.5,0.0,0.0,0,4.0,2,0,0,8.0,0,0,1,0,2
35713,0.0,8.0,2015.0,37.0,8.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,92.4,0.0,3.0,3,3.0,2,0,0,8.0,0,0,0,0,1
36145,0.0,13.0,2015.0,38.0,13.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,102.0,0.0,2.0,0,0.0,2,0,0,8.0,0,0,0,0,2
36158,0.0,6.0,2015.0,38.0,13.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,105.0,0.0,2.0,0,0.0,0,0,0,8.0,0,0,0,0,2
36225,0.0,25.0,2015.0,38.0,15.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,80.85,0.0,2.0,0,3.0,2,0,0,8.0,0,0,0,0,2
36651,0.0,72.0,2015.0,38.0,19.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,71.4,0.0,1.0,0,0.0,2,0,0,8.0,0,0,1,0,2
37665,0.0,33.0,2015.0,41.0,7.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,75.6,0.0,1.0,0,0.0,0,0,0,9.0,0,0,1,0,2
37874,0.0,57.0,2015.0,41.0,10.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,94.5,0.0,2.0,0,0.0,0,0,0,9.0,0,0,0,0,0
37875,0.0,58.0,2015.0,41.0,10.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,92.75,0.0,1.0,0,0.0,0,0,0,9.0,0,0,0,0,2
38263,0.0,62.0,2015.0,43.0,19.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,68.72,0.0,2.0,0,0.0,2,0,0,9.0,0,0,0,0,2
38689,1.0,63.0,2015.0,46.0,9.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,91.63,0.0,2.0,0,0.0,0,1,0,10.0,0,0,0,0,1
38690,1.0,55.0,2015.0,46.0,9.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,79.2,0.0,2.0,0,0.0,0,1,0,10.0,0,0,0,0,1
39250,0.0,6.0,2015.0,51.0,18.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,77.0,0.0,2.0,1,1.0,3,0,0,11.0,0,0,0,0,1
39258,0.0,7.0,2015.0,51.0,18.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,170.0,0.0,2.0,5,5.0,2,0,0,11.0,0,0,3,1,0
39317,0.0,11.0,2015.0,52.0,26.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,92.58,0.0,1.0,1,1.0,3,0,0,11.0,0,0,0,0,2
39681,0.0,4.0,2016.0,2.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,87.3,1.0,2.0,0,0.0,2,0,0,0.0,0,0,0,0,1
39685,0.0,4.0,2016.0,2.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,77.0,0.0,1.0,0,0.0,2,0,0,0.0,2,0,0,0,2
39719,0.0,37.0,2016.0,3.0,12.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,0.0,84.45,0.0,1.0,3,3.0,2,0,0,0.0,0,0,0,0,1
40157,0.0,32.0,2016.0,6.0,5.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,80.3,0.0,1.0,0,0.0,2,0,0,1.0,0,0,0,0,2
41362,1.0,108.0,2016.0,12.0,19.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,116.0,0.0,2.0,3,3.0,2,1,0,2.0,0,0,0,0,2
41512,1.0,27.0,2016.0,13.0,22.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,277.5,0.0,0.0,6,6.0,2,1,0,2.0,0,0,3,1,2
42394,0.0,101.0,2016.0,15.0,9.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,85.28,0.0,2.0,0,0.0,2,0,0,3.0,0,0,0,0,2
43185,1.0,66.0,2016.0,17.0,23.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,148.5,0.0,0.0,0,0.0,2,1,0,3.0,1,0,0,0,2
43345,1.0,166.0,2016.0,18.0,27.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,80.75,0.0,2.0,0,0.0,2,1,0,3.0,0,0,3,1,1
43474,1.0,23.0,2016.0,18.0,29.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,137.67,0.0,2.0,0,0.0,2,1,0,3.0,0,0,0,0,2
43477,1.0,2.0,2016.0,18.0,29.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,95.0,0.0,1.0,0,0.0,2,1,0,3.0,0,0,1,0,1
43567,1.0,118.0,2016.0,19.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,107.95,0.0,3.0,3,3.0,2,1,0,4.0,0,0,0,0,2
43803,1.0,103.0,2016.0,19.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,14.0,0.0,104.79,0.0,2.0,0,0.0,2,2,0,4.0,0,0,3,1,2
45956,1.0,0.0,2016.0,25.0,13.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,80.75,0.0,1.0,0,0.0,2,2,0,5.0,0,0,1,0,1
46734,1.0,103.0,2016.0,27.0,26.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,83.0,0.0,77.29,0.0,1.0,0,0.0,2,1,0,5.0,0,0,1,0,1
46939,1.0,45.0,2016.0,27.0,30.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,126.9,0.0,1.0,0,0.0,2,1,0,5.0,0,0,0,0,2
47128,1.0,133.0,2016.0,28.0,6.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,123.25,0.0,1.0,0,0.0,3,1,0,6.0,0,0,0,0,2
47625,1.0,61.0,2016.0,30.0,18.0,3.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,139.34,0.0,1.0,4,4.0,2,1,0,6.0,0,0,1,0,1
47744,1.0,193.0,2016.0,30.0,22.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,171.9,0.0,1.0,5,5.0,2,1,0,6.0,0,0,3,1,2
47806,1.0,10.0,2016.0,31.0,24.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,160.0,0.0,1.0,0,0.0,2,1,0,6.0,0,0,0,0,2
48887,1.0,167.0,2016.0,35.0,21.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,119.7,0.0,1.0,0,0.0,2,1,0,7.0,0,0,0,0,2
49027,1.0,95.0,2016.0,35.0,24.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,131.4,0.0,1.0,3,3.0,2,2,0,7.0,0,0,0,0,2
49212,1.0,207.0,2016.0,36.0,29.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,123.25,0.0,1.0,0,0.0,2,1,0,7.0,0,0,0,0,2
50493,1.0,61.0,2016.0,40.0,25.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,152.1,0.0,1.0,0,0.0,2,1,0,8.0,0,0,0,0,2
52330,1.0,93.0,2016.0,43.0,22.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,150.56,0.0,1.0,3,3.0,2,1,0,9.0,1,0,0,0,0
53692,1.0,62.0,2016.0,47.0,16.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,88.4,0.0,3.0,0,0.0,2,1,0,10.0,0,0,0,0,2
53752,1.0,30.0,2016.0,47.0,18.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,88.0,0.0,1.0,0,0.0,2,1,0,10.0,2,0,0,0,2
53846,1.0,33.0,2016.0,47.0,19.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,147.9,0.0,2.0,5,5.0,2,1,0,10.0,0,0,0,0,2
54238,1.0,46.0,2016.0,49.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,102.6,0.0,1.0,3,3.0,2,1,0,11.0,0,0,0,0,2
54306,1.0,51.0,2016.0,50.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,68.0,0.0,1.0,0,0.0,2,1,0,11.0,0,0,1,0,1
54820,1.0,158.0,2016.0,52.0,24.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,79.2,0.0,1.0,0,0.0,2,1,0,11.0,2,0,0,0,2
54905,1.0,90.0,2016.0,53.0,26.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,88.74,0.0,0.0,0,0.0,2,1,0,11.0,2,0,0,0,2
54929,1.0,36.0,2016.0,53.0,27.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,88.0,0.0,1.0,0,4.0,2,1,0,11.0,2,0,0,0,2
54984,1.0,0.0,2016.0,53.0,28.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,198.0,0.0,3.0,6,6.0,2,1,0,11.0,0,0,3,1,1
55707,1.0,60.0,2017.0,3.0,17.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,105.4,0.0,2.0,0,4.0,2,1,0,0.0,0,0,0,0,2
56291,1.0,187.0,2017.0,5.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,74.8,0.0,0.0,0,0.0,2,1,0,1.0,2,0,0,0,2
